id,order_no,user_id,station_id,pile_id,status,unit_price,start_soc,battery_capacity_kwh,target_soc,reserve_time,start_time,end_time,duration_seconds,kwh,amount,pay_request_id,created_at,updated_at,dq_tag
6302,SIM20260824006302,16,23,117,pending_payment,1.30,43.88,60,93.63,2026-08-24 18:35:17,2026-08-24 18:59:17,2026-08-24 19:15:30,973,29.85,38.81,,2026-08-24 18:35:17,2026-08-24 19:15:30,OK
6303,SIM20260824006303,1,13,66,cancelled,1.50,26.98,80,86.73,2026-08-24 17:27:36,2026-08-24 17:52:36,2026-08-24 18:18:34,1558,47.80,71.70,,2026-08-24 17:27:36,2026-08-24 18:18:34,OK
6304,SIM20260824006304,11,3,12,settled,1.30,18.82,80,97.11,2026-08-24 10:04:39,2026-08-24 10:26:39,2026-08-24 10:49:20,1361,62.63,81.42,PAYSIM20260824006304,2026-08-24 10:04:39,2026-08-24 10:49:20,OK
6305,SIM20260824006305,12,15,77,settled,1.20,45.52,70,92.20,2026-08-24 21:38:17,2026-08-24 21:56:17,2026-08-25 03:00:45,18268,32.68,39.22,PAYSIM20260824006305,2026-08-24 21:38:17,2026-08-25 03:00:45,OK
6306,SIM20260824006306,18,54,295,reserved,1.40,,,,2026-08-24 08:15:48,,,0,0.00,0.00,,2026-08-24 08:15:48,2026-08-24 08:15:48,OK
6307,SIM20260824006307,8,29,160,settled,1.40,20.86,50,90.78,2026-08-24 06:56:19,2026-08-24 07:11:19,2026-08-24 07:23:59,760,34.96,48.94,PAYSIM20260824006307,2026-08-24 06:56:19,2026-08-24 07:23:59,OK
6308,SIM20260824006308,3,25,130,settled,1.50,31.47,40,94.56,2026-08-24 20:21:49,2026-08-24 20:37:49,2026-08-24 20:51:32,823,25.24,37.86,PAYSIM20260824006308,2026-08-24 20:21:49,2026-08-24 20:51:32,OK
6309,SIM20260824006309,1,15,77,settled,1.20,42.76,40,99.60,2026-08-24 11:07:28,2026-08-24 11:17:28,2026-08-24 14:49:19,12711,22.74,27.29,PAYSIM20260824006309,2026-08-24 11:07:28,2026-08-24 14:49:19,OK
6310,SIM20260824006310,10,3,90060,pending_payment,1.30,6.44,60,95.12,2026-08-24 11:02:36,2026-08-24 11:06:36,2026-08-24 11:35:31,1735,53.21,69.17,,2026-08-24 11:02:36,2026-08-24 11:35:31,ORPHAN_PILE
6311,SIM20260824006311,18,23,120,cancelled,1.30,5.00,60,96.73,2026-08-24 08:47:21,,2026-08-24 17:35:08,30767,55.04,71.55,,2026-08-24 08:47:21,2026-08-24 17:35:08,NULL_START_TIME
6312,SIM20260824006312,8,6,31,settled,1.30,52.32,60,92.27,2026-08-24 11:45:01,2026-08-24 11:49:01,2026-08-24 12:02:02,781,23.97,31.16,PAYSIM20260824006312,2026-08-24 11:45:01,2026-08-24 12:02:02,OK
6313,SIM20260824006313,6,38,207,settled,1.30,44.25,50,86.00,2026-08-24 14:27:17,2026-08-24 14:41:17,2026-08-24 17:55:49,11672,20.88,27.14,PAYSIM20260824006313,2026-08-24 14:27:17,2026-08-24 17:55:49,OK
6314,SIM20260824006314,10,34,187,settled,1.40,59.15,70,98.30,2026-08-24 15:38:12,2026-08-24 15:57:12,2026-08-24 16:07:07,595,27.41,38.37,PAYSIM20260824006314,2026-08-24 15:38:12,2026-08-24 16:07:07,OK
6315,SIM20260824006315,4,34,185,pending_payment,1.40,32.68,70,92.66,2026-08-24 14:13:43,2026-08-24 14:29:43,2026-08-24 14:52:32,1369,41.99,58.79,,2026-08-24 14:13:43,2026-08-24 14:52:32,OK
6316,SIM20260824006316,1,67,364,settled,1.20,47.35,50,89.08,2026-08-24 06:09:26,2026-08-24 06:30:26,2026-08-24 06:41:46,680,20.87,25.04,PAYSIM20260824006316,2026-08-24 06:09:26,2026-08-24 06:41:46,OK
6317,SIM20260824006317,14,46,255,pending_payment,1.10,34.91,50,97.69,2026-08-24 14:27:07,2026-08-24 14:33:07,2026-08-24 14:44:29,682,31.39,34.53,,2026-08-24 14:27:07,2026-08-24 14:44:29,OK
6318,SIM20260824006318,9,72,399,settled,1.20,17.40,60,95.43,2026-08-24 09:51:19,2026-08-24 09:53:19,2026-08-24 17:09:31,26172,46.82,56.18,PAYSIM20260824006318,2026-08-24 09:51:19,2026-08-24 17:09:31,OK
6319,SIM20260824006319,12,15,74,pending_payment,1.20,23.66,80,93.93,2026-08-24 16:11:12,2026-08-24 16:17:12,2026-08-25 01:00:59,31427,56.22,67.46,,2026-08-24 16:11:12,2026-08-25 01:00:59,OK
6320,SIM20260824006320,20,21,110,settled,1.10,27.75,60,90.33,2026-08-24 18:25:15,2026-08-24 18:30:15,2026-08-25 00:20:05,20990,37.55,41.31,PAYSIM20260824006320,2026-08-24 18:25:15,2026-08-25 00:20:05,OK
6321,SIM20260824006321,9,64,348,settled,1.40,27.86,70,96.74,2026-08-24 15:13:36,2026-08-24 15:31:36,2026-08-24 23:00:51,26955,48.22,67.51,PAYSIM20260824006321,2026-08-24 15:13:36,2026-08-24 23:00:51,OK
6322,SIM20260824006322,12,60,331,settled,1.50,41.94,70,85.98,2026-08-24 19:12:37,2026-08-24 19:28:37,2026-08-24 19:39:47,670,30.83,46.25,PAYSIM20260824006322,2026-08-24 19:12:37,2026-08-24 19:39:47,OK
6323,SIM20260824006323,2,20,102,settled,1.10,16.80,50,84.43,2026-08-24 16:25:36,2026-08-24 16:28:36,2026-08-24 21:43:41,18905,33.82,37.20,PAYSIM20260824006323,2026-08-24 16:25:36,2026-08-24 21:43:41,OK
6324,SIM20260824006324,18,51,281,settled,1.10,40.88,60,90.65,2026-08-24 20:07:34,2026-08-24 20:27:34,2026-08-24 20:38:23,649,29.86,32.85,PAYSIM20260824006324,2026-08-24 20:07:34,2026-08-24 20:38:23,OK
6325,SIM20260824006325,1,15,76,settled,1.20,14.16,60,85.96,2026-08-24 19:51:01,2026-08-24 20:03:01,2026-08-24 20:18:37,936,43.08,51.70,PAYSIM20260824006325,2026-08-24 19:51:01,2026-08-24 20:18:37,OK
6326,SIM20260824006326,17,51,281,settled,1.10,31.74,70,90.65,2026-08-24 17:57:37,2026-08-24 17:59:37,2026-08-24 18:14:33,896,41.24,45.36,PAYSIM20260824006326,2026-08-24 17:57:37,2026-08-24 18:14:33,OK
6327,SIM20260824006327,12,55,306,settled,1.50,21.13,50,88.20,2026-08-24 06:54:46,2026-08-24 07:14:46,2026-08-24 07:32:59,1093,33.54,50.31,PAYSIM20260824006327,2026-08-24 06:54:46,2026-08-24 07:32:59,OK
6328,SIM20260824006328,3,43,234,settled,1.30,28.32,60,89.57,2026-08-24 09:27:58,2026-08-24 09:40:58,2026-08-24 10:00:56,1198,36.75,47.78,PAYSIM20260824006328,2026-08-24 09:27:58,2026-08-24 10:00:56,OK
6329,SIM20260824006329,11,49,269,settled,1.40,26.83,50,93.38,2026-08-24 19:11:43,2026-08-24 19:36:43,2026-08-24 19:48:46,723,33.28,46.59,PAYSIM20260824006329,2026-08-24 19:11:43,2026-08-24 19:48:46,OK
6330,SIM20260824006330,14,54,295,cancelled,1.40,25.99,40,100.00,2026-08-24 07:09:59,2026-08-24 07:18:59,2026-08-24 11:54:45,16546,29.60,41.44,,2026-08-24 07:09:59,2026-08-24 11:54:45,OK
6331,SIM20260824006331,14,20,103,pending_payment,1.10,48.22,60,100.00,2026-08-24 09:11:07,2026-08-24 09:23:07,2026-08-24 09:40:00,1013,31.07,34.18,,2026-08-24 09:11:07,2026-08-24 09:40:00,OK
6332,SIM20260824006332,8,34,187,settled,1.40,26.21,80,91.32,2026-08-24 18:47:23,2026-08-24 18:50:23,2026-08-24 19:09:15,1132,52.09,72.93,PAYSIM20260824006332,2026-08-24 18:47:23,2026-08-24 19:09:15,OK
6333,SIM20260824006333,8,51,282,settled,1.10,32.91,50,88.54,2026-08-24 16:27:22,2026-08-24 16:43:22,2026-08-24 16:53:26,604,27.82,30.60,PAYSIM20260824006333,2026-08-24 16:27:22,2026-08-24 16:53:26,OK
6334,SIM20260824006334,2,4,18,settled,1.50,11.22,40,97.60,2026-08-24 08:13:25,2026-08-24 08:34:25,2026-08-24 13:56:18,19313,-34.55,-51.83,,2026-08-24 08:13:25,2026-08-24 13:56:18,NEG_KWH
6335,SIM20260824006335,10,56,309,settled,1.10,46.09,60,98.32,2026-08-24 20:13:21,2026-08-24 20:36:21,2026-08-24 20:47:42,681,31.34,34.47,PAYSIM20260824006335,2026-08-24 20:13:21,2026-08-24 20:47:42,OK
6336,SIM20260824006336,1,15,75,settled,1.20,14.08,60,87.36,2026-08-24 20:18:15,2026-08-24 20:37:15,2026-08-24 20:27:15,1433,43.97,52.76,PAYSIM20260824006336,2026-08-24 20:18:15,2026-08-24 21:01:08,TIME_REVERSED
6337,SIM20260824006337,3,22,112,settled,1.20,15.92,60,100.00,2026-08-24 07:19:25,2026-08-24 07:28:25,2026-08-24 07:46:41,1096,50.45,60.54,PAYSIM20260824006337,2026-08-24 07:19:25,2026-08-24 07:46:41,OK
6338,SIM20260824006338,15,30,161,settled,1.50,24.24,70,83.41,2026-08-24 13:25:46,2026-08-24 13:50:46,2026-08-24 14:05:46,900,41.42,62.13,PAYSIM20260824006338,2026-08-24 13:25:46,2026-08-24 14:05:46,OK
6339,SIM20260824006339,9,32,171,settled,1.20,31.30,70,92.63,2026-08-24 18:57:08,2026-08-24 19:17:08,2026-08-24 19:40:27,1399,42.93,51.52,PAYSIM20260824006339,2026-08-24 18:57:08,2026-08-24 19:40:27,OK
6340,SIM20260824006340,10,12,56,reserved,1.30,,,,2026-08-24 03:54:11,,,0,0.00,0.00,,2026-08-24 03:54:11,2026-08-24 03:54:11,OK
6341,SIM20260824006341,14,30,166,settled,1.50,48.48,50,90.92,2026-08-24 07:44:21,2026-08-24 08:09:21,2026-08-24 08:17:02,461,21.22,31.83,PAYSIM20260824006341,2026-08-24 07:44:21,2026-08-24 08:17:02,OK
6342,SIM20260824006342,12,24,127,pending_payment,1.40,23.98,60,98.47,2026-08-24 20:19:00,2026-08-24 20:42:00,2026-08-25 03:38:21,24981,44.69,62.57,,2026-08-24 20:19:00,2026-08-25 03:38:21,OK
6343,SIM20260824006343,7,23,122,settled,1.30,45.04,80,98.76,2026-08-24 17:52:01,2026-08-24 18:15:01,2026-08-24 18:38:22,1401,42.98,55.87,PAYSIM20260824006343,2026-08-24 17:52:01,2026-08-24 18:38:22,OK
6344,SIM20260824006344,1,20,103,settled,1.10,16.41,60,88.82,2026-08-24 17:16:07,2026-08-24 17:32:07,2026-08-24 17:55:43,1416,43.45,47.80,PAYSIM20260824006344,2026-08-24 17:16:07,2026-08-24 17:55:43,OK
6345,SIM20260824006345,18,15,77,reserved,1.20,,,,2026-08-24 19:13:42,,,0,0.00,0.00,,2026-08-24 19:13:42,2026-08-24 19:13:42,OK
6346,SIM20260824006346,14,15,77,settled,1.20,36.51,60,92.40,2026-08-24 19:44:13,2026-08-24 20:02:13,2026-08-25 01:14:36,18743,33.53,40.24,PAYSIM20260824006346,2026-08-24 19:44:13,2026-08-25 01:14:36,OK
6347,SIM20260824006347,2,44,242,settled,1.40,30.56,60,88.05,2026-08-24 19:45:57,2026-08-24 20:05:57,2026-08-24 20:18:26,749,34.49,48.29,PAYSIM20260824006347,2026-08-24 19:45:57,2026-08-24 20:18:26,OK
6348,SIM20260824006348,20,2,7,settled,1.60,46.02,40,88.41,2026-08-24 16:38:48,2026-08-24 16:54:48,2026-08-24 17:04:01,553,16.96,27.14,PAYSIM20260824006348,2026-08-24 16:38:48,2026-08-24 17:04:01,OK
6349,SIM20260824006349,7,25,135,settled,1.50,5.00,60,90.27,2026-08-24 15:13:57,2026-08-24 15:16:57,2026-08-24 15:44:45,1668,51.16,76.74,PAYSIM20260824006349,2026-08-24 15:13:57,2026-08-24 15:44:45,OK
6350,SIM20260824006350,6,46,255,reserved,1.10,,,,2026-08-24 07:24:01,,,0,0.00,0.00,,2026-08-24 07:24:01,2026-08-24 07:24:01,OK
6351,SIM20260824006351,7,50,278,settled,1.50,40.57,50,94.75,2026-08-24 18:13:32,2026-08-24 18:31:32,2026-08-24 18:41:20,588,27.09,40.64,PAYSIM20260824006351,2026-08-24 18:13:32,2026-08-24 18:41:20,OK
6352,SIM20260824006352,10,12,56,settled,1.30,17.83,40,93.49,2026-08-24 19:36:04,2026-08-24 19:42:04,2026-08-24 19:53:01,657,30.26,39.34,PAYSIM20260824006352,2026-08-24 19:36:04,2026-08-24 19:53:01,OK
6353,SIM20260824006353,21,25,132,settled,1.50,31.69,40,88.60,2026-08-24 13:18:51,2026-08-24 13:38:51,2026-08-24 13:47:05,494,22.76,34.14,PAYSIM20260824006353,2026-08-24 13:18:51,2026-08-24 13:47:05,OK
6354,SIM20260824006354,6,8,38,settled,1.60,34.10,60,96.76,2026-08-24 09:19:49,2026-08-24 09:27:49,2026-08-24 15:18:07,21018,37.60,60.16,PAYSIM20260824006354,2026-08-24 09:19:49,2026-08-24 15:18:07,OK
6355,SIM20260824006355,8,30,162,settled,1.50,30.50,50,90.60,2026-08-24 14:41:32,2026-08-24 15:01:32,2026-08-24 15:12:25,653,30.05,45.08,PAYSIM20260824006355,2026-08-24 14:41:32,2026-08-24 15:12:25,OK
6356,SIM20260824006356,12,21,107,settled,1.10,17.54,50,93.09,2026-08-24 18:10:38,2026-08-24 18:21:38,2026-08-24 18:35:19,821,37.78,41.56,PAYSIM20260824006356,2026-08-24 18:10:38,2026-08-24 18:35:19,OK
6357,SIM20260824006357,10,51,281,settled,1.10,20.32,50,88.70,2026-08-24 12:21:38,2026-08-24 12:26:38,2026-08-24 12:39:01,743,34.19,37.61,PAYSIM20260824006357,2026-08-24 12:21:38,2026-08-24 12:39:01,OK
6358,SIM20260824006358,3,28,154,reserved,1.30,,,,2026-08-24 18:38:53,,,0,0.00,0.00,,2026-08-24 18:38:53,2026-08-24 18:38:53,OK
6359,SIM20260824006359,6,16,83,pending_payment,1.40,46.94,70,105.00,2026-08-24 17:12:41,2026-08-24 17:35:41,2026-08-24 22:21:20,17139,30.66,42.92,,2026-08-24 17:12:41,2026-08-24 22:21:20,SOC_RANGE
6360,SIM20260824006360,6,18,93,settled,1.30,36.68,50,95.30,2026-08-24 08:43:10,2026-08-24 09:01:10,2026-08-24 13:34:14,16384,29.31,38.10,PAYSIM20260824006360,2026-08-24 08:43:10,2026-08-24 13:34:14,OK
6361,SIM20260824006361,13,62,343,pending_payment,1.20,60.00,60,87.92,2026-08-24 17:57:48,2026-08-24 18:00:48,2026-08-24 18:06:52,364,16.75,20.10,,2026-08-24 17:57:48,2026-08-24 18:06:52,OK
6362,SIM20260824006362,5,13,64,settled,1.50,41.11,50,93.27,2026-08-24 19:42:20,2026-08-24 20:00:20,2026-08-24 20:14:30,850,26.08,39.12,PAYSIM20260824006362,2026-08-24 19:42:20,2026-08-24 20:14:30,OK
6363,SIM20260824006363,4,61,335,settled,1.10,40.81,60,84.15,2026-08-24 14:07:23,2026-08-24 14:13:23,2026-08-24 14:22:48,565,26.00,28.60,PAYSIM20260824006363,2026-08-24 14:07:23,2026-08-24 14:22:48,OK
6364,SIM20260824006364,14,54,299,pending_payment,1.40,12.38,80,87.00,2026-08-24 14:56:25,2026-08-24 15:09:25,2026-08-24 15:41:51,1946,59.70,83.58,,2026-08-24 14:56:25,2026-08-24 15:41:51,OK
6365,SIM20260824006365,21,32,173,settled,1.20,14.62,80,99.60,2026-08-24 20:38:30,2026-08-24 20:57:30,2026-08-24 21:22:07,1477,67.98,81.58,PAYSIM20260824006365,2026-08-24 20:38:30,2026-08-24 21:22:07,OK
6366,SIM20260824006366,11,70,383,cancelled,1.50,,,,2026-08-24 04:49:35,,,0,0.00,0.00,,2026-08-24 04:49:35,2026-08-24 04:49:35,OK
6367,SIM20260824006367,15,70,382,cancelled,1.50,,,,2026-08-24 05:56:12,,,0,0.00,0.00,,2026-08-24 05:56:12,2026-08-24 05:56:12,OK
6368,SIM20260824006368,10,68,373,settled,1.30,32.11,40,89.21,2026-08-24 19:05:45,2026-08-24 19:24:45,2026-08-24 19:37:09,744,22.84,29.69,PAYSIM20260824006368,2026-08-24 19:05:45,2026-08-24 19:37:09,OK
6369,SIM20260824006369,3,43,237,pending_payment,1.30,21.50,50,89.96,2026-08-24 19:25:26,2026-08-24 19:48:26,2026-08-24 20:00:50,744,34.23,44.50,,2026-08-24 19:25:26,2026-08-24 20:00:50,OK
6370,SIM20260824006370,12,34,185,pending_payment,1.40,25.16,70,86.40,2026-08-24 18:27:54,2026-08-24 18:30:54,2026-08-24 18:54:11,1397,42.87,60.02,,2026-08-24 18:27:54,2026-08-24 18:54:11,OK
6371,SIM20260824006371,4,68,370,settled,1.30,16.52,70,93.90,2026-08-24 10:52:37,2026-08-24 11:01:37,2026-08-24 19:26:18,30281,54.17,70.42,PAYSIM20260824006371,2026-08-24 10:52:37,2026-08-24 19:26:18,OK
6372,SIM20260824006372,11,52,287,settled,1.20,51.86,50,90.35,2026-08-24 08:10:23,2026-08-24 08:12:23,2026-08-24 08:22:50,627,-19.25,-23.10,,2026-08-24 08:10:23,2026-08-24 08:22:50,NEG_KWH
6373,SIM20260824006373,4,12,59,settled,1.30,29.74,50,91.54,2026-08-24 06:22:06,2026-08-24 06:28:06,2026-08-24 11:15:59,17273,30.90,40.17,PAYSIM20260824006373,2026-08-24 06:22:06,2026-08-24 11:15:59,OK
6374,SIM20260824006374,11,47,259,reserved,1.20,,,,2026-08-24 22:03:33,,,0,0.00,0.00,,2026-08-24 22:03:33,2026-08-24 22:03:33,OK
6375,SIM20260824006375,21,14,73,settled,1.20,6.21,50,94.97,2026-08-24 05:05:12,2026-08-24 05:27:12,2026-08-24 05:43:16,964,44.38,53.26,PAYSIM20260824006375,2026-08-24 05:05:12,2026-08-24 05:43:16,OK
6376,SIM20260824006376,7,9,45,settled,1.30,19.74,80,97.30,2026-08-24 13:52:16,2026-08-24 13:56:16,2026-08-24 14:29:59,2023,62.05,80.67,PAYSIM20260824006376,2026-08-24 13:52:16,2026-08-24 14:29:59,OK
6377,SIM20260824006377,6,44,242,settled,1.40,10.17,80,93.32,2026-08-24 12:09:06,2026-08-24 12:21:06,2026-08-24 12:45:12,1446,66.52,93.13,PAYSIM20260824006377,2026-08-24 12:09:06,2026-08-24 12:45:12,OK
6378,SIM20260824006378,19,49,270,settled,1.40,25.67,80,93.67,2026-08-24 16:29:09,2026-08-24 16:50:09,2026-08-24 17:19:42,1773,54.40,76.16,PAYSIM20260824006378,2026-08-24 16:29:09,2026-08-24 17:19:42,OK
6379,SIM20260824006379,2,24,126,settled,1.40,32.06,40,89.83,2026-08-24 15:07:57,2026-08-24 15:31:57,2026-08-24 15:40:19,502,23.11,32.35,PAYSIM20260824006379,2026-08-24 15:07:57,2026-08-24 15:40:19,OK
6380,SIM20260824006380,1,29,157,pending_payment,1.40,5.00,80,93.09,2026-08-24 14:43:33,2026-08-24 14:48:33,2026-08-24 15:14:04,1531,70.47,98.66,,2026-08-24 14:43:33,2026-08-24 15:14:04,OK
6381,SIM20260824006381,13,18,93,settled,1.30,32.88,50,89.57,2026-08-24 06:57:57,2026-08-24 07:22:57,2026-08-24 11:47:04,15847,28.35,36.86,PAYSIM20260824006381,2026-08-24 06:57:57,2026-08-24 11:47:04,OK
6382,SIM20260824006382,2,65,355,settled,1.50,28.86,80,88.85,2026-08-24 19:49:54,2026-08-24 20:09:54,2026-08-25 03:37:00,26826,47.99,71.99,PAYSIM20260824006382,2026-08-24 19:49:54,2026-08-25 03:37:00,OK
6383,SIM20260824006383,19,21,109,settled,1.10,42.74,50,96.89,2026-08-24 10:40:03,2026-08-24 11:02:03,2026-08-24 15:14:20,15137,27.08,29.79,PAYSIM20260824006383,2026-08-24 10:40:03,2026-08-24 15:14:20,OK
6384,SIM20260824006384,17,21,109,reserved,1.10,,,,2026-08-24 18:19:02,,,0,0.00,0.00,,2026-08-24 18:19:02,2026-08-24 18:19:02,OK
6385,SIM20260824006385,20,67,368,reserved,1.20,,,,2026-08-24 20:04:38,,,0,0.00,0.00,,2026-08-24 20:04:38,2026-08-24 20:04:38,OK
6386,SIM20260824006386,15,50,273,cancelled,1.50,,,,2026-08-24 18:54:37,,,0,0.00,0.00,,2026-08-24 18:54:37,2026-08-24 18:54:37,OK
6387,SIM20260824006387,12,15,77,pending_payment,1.20,18.81,50,90.96,2026-08-24 13:14:50,2026-08-24 13:33:50,2026-08-24 19:09:58,20168,36.08,43.30,,2026-08-24 13:14:50,2026-08-24 19:09:58,OK
6388,SIM20260824006388,6,34,184,settled,1.40,31.35,40,76.45,2026-08-24 15:39:16,2026-08-24 15:48:16,2026-08-24 15:54:48,392,18.04,25.26,PAYSIM20260824006388,2026-08-24 15:39:16,2026-08-24 15:54:48,OK
6389,SIM20260824006389,20,7,37,cancelled,1.20,36.13,40,93.51,2026-08-24 16:27:30,2026-08-24 16:39:30,2026-08-24 16:51:58,748,22.95,27.54,,2026-08-24 16:27:30,2026-08-24 16:51:58,OK
6390,SIM20260824006390,11,56,309,settled,1.10,34.33,50,95.36,2026-08-24 13:09:14,2026-08-24 13:31:14,2026-08-24 13:42:17,663,30.52,33.57,PAYSIM20260824006390,2026-08-24 13:09:14,2026-08-24 13:42:17,OK
6391,SIM20260824006391,10,61,335,reserved,1.10,,,,2026-08-24 20:37:00,,,0,0.00,0.00,,2026-08-24 20:37:00,2026-08-24 20:37:00,OK
6392,SIM20260824006392,14,31,169,settled,1.10,33.39,70,90.98,2026-08-24 18:50:38,2026-08-24 19:07:38,2026-08-25 01:23:11,22533,40.31,44.34,PAYSIM20260824006392,2026-08-24 18:50:38,2026-08-25 01:23:11,OK
6393,SIM20260824006393,15,19,96,settled,1.20,10.01,50,97.84,2026-08-24 11:11:32,2026-08-24 11:13:32,2026-08-24 11:37:24,1432,43.92,52.70,PAYSIM20260824006393,2026-08-24 11:11:32,2026-08-24 11:37:24,OK
6394,SIM20260824006394,1,29,158,settled,1.40,7.65,50,94.23,2026-08-24 20:28:31,2026-08-24 20:32:31,2026-08-25 03:15:50,24199,43.29,60.61,PAYSIM20260824006394,2026-08-24 20:28:31,2026-08-25 03:15:50,OK
6395,SIM20260824006395,21,6,31,reserved,1.30,,,,2026-08-24 07:36:41,,,0,0.00,0.00,,2026-08-24 07:36:41,2026-08-24 07:36:41,OK
6396,SIM20260824006396,15,59,326,settled,1.40,47.98,50,94.84,2026-08-24 10:23:32,2026-08-24 10:39:32,2026-08-24 10:48:01,509,23.43,32.80,PAYSIM20260824006396,2026-08-24 10:23:32,2026-08-24 10:48:01,OK
6397,SIM20260824006397,4,46,254,settled,1.10,22.63,80,90.56,2026-08-24 10:13:03,2026-08-24 10:31:03,2026-08-24 10:50:44,1181,54.34,59.77,PAYSIM20260824006397,2026-08-24 10:13:03,2026-08-24 10:50:44,OK
6398,SIM20260824006398,21,1,1,settled,1.20,37.33,70,92.06,2026-08-24 06:46:38,2026-08-24 06:55:38,2026-08-24 07:16:27,1249,38.31,45.97,PAYSIM20260824006398,2026-08-24 06:46:38,2026-08-24 07:16:27,OK
6399,SIM20260824006399,3,29,159,settled,1.40,42.32,80,80.74,2026-08-24 08:10:42,2026-08-24 08:20:42,2026-08-24 08:31:50,668,30.74,43.04,PAYSIM20260824006399,2026-08-24 08:10:42,2026-08-24 08:31:50,OK
6400,SIM20260824006400,6,50,275,settled,1.50,8.19,50,89.06,2026-08-24 14:39:41,2026-08-24 15:03:41,2026-08-24 15:18:20,879,40.44,60.66,PAYSIM20260824006400,2026-08-24 14:39:41,2026-08-24 15:18:20,OK
6401,SIM20260824006401,21,61,334,settled,1.10,34.87,50,89.46,2026-08-24 19:09:16,2026-08-24 19:13:16,2026-08-24 19:28:06,890,27.30,30.03,PAYSIM20260824006401,2026-08-24 19:09:16,2026-08-24 19:28:06,OK
6402,SIM20260824006402,20,20,105,settled,1.10,25.57,70,92.61,2026-08-24 08:32:20,2026-08-24 08:38:20,2026-08-24 15:55:34,26234,46.93,51.62,PAYSIM20260824006402,2026-08-24 08:32:20,2026-08-24 15:55:34,OK
6403,SIM20260824006403,18,17,89,settled,1.30,25.92,60,84.86,2026-08-24 18:51:18,2026-08-24 18:58:18,2026-08-25 00:27:44,19766,,,,2026-08-24 18:51:18,2026-08-25 00:27:44,NULL_KWH
6404,SIM20260824006404,19,31,168,settled,1.10,27.96,40,95.70,2026-08-24 03:41:02,2026-08-24 03:59:02,2026-08-24 04:08:51,589,27.10,29.81,PAYSIM20260824006404,2026-08-24 03:41:02,2026-08-24 04:08:51,OK
6405,SIM20260824006405,14,37,203,settled,1.20,32.11,50,85.16,2026-08-24 19:58:14,2026-08-24 20:07:14,2026-08-24 20:16:50,576,26.53,31.84,PAYSIM20260824006405,2026-08-24 19:58:14,2026-08-24 20:16:50,OK
6406,SIM20260824006406,3,52,284,settled,1.20,26.76,40,81.52,2026-08-24 19:02:40,2026-08-24 19:05:40,2026-08-24 19:17:34,714,21.90,26.28,PAYSIM20260824006406,2026-08-24 19:02:40,2026-08-24 19:17:34,OK
6407,SIM20260824006407,3,37,201,settled,1.20,36.26,70,88.44,2026-08-24 20:33:16,2026-08-24 20:44:16,2026-08-24 21:04:07,1191,36.53,43.84,PAYSIM20260824006407,2026-08-24 20:33:16,2026-08-24 21:04:07,OK
6408,SIM20260824006408,2,68,370,settled,1.30,22.30,40,87.77,2026-08-24 14:08:59,2026-08-24 14:11:59,2026-08-24 18:15:59,14640,26.19,34.05,PAYSIM20260824006408,2026-08-24 14:08:59,2026-08-24 18:15:59,OK
6409,SIM20260824006409,19,62,339,settled,1.20,38.68,70,86.70,2026-08-24 17:34:59,2026-08-24 17:50:59,2026-08-24 23:04:07,18788,33.61,40.33,PAYSIM20260824006409,2026-08-24 17:34:59,2026-08-24 23:04:07,OK
6410,SIM20260824006410,16,38,210,settled,1.30,29.01,80,96.50,2026-08-24 16:41:51,2026-08-24 17:06:51,2026-08-24 17:26:24,1173,53.99,70.19,PAYSIM20260824006410,2026-08-24 16:41:51,2026-08-24 17:26:24,OK
6411,SIM20260824006411,9,6,29,settled,1.30,30.68,80,100.00,2026-08-24 18:28:00,2026-08-24 18:43:00,2026-08-24 19:03:05,1205,55.46,72.10,PAYSIM20260824006411,2026-08-24 18:28:00,2026-08-24 19:03:05,OK
6412,SIM20260824006412,17,5,25,pending_payment,1.40,32.50,50,90.32,2026-08-24 19:10:48,2026-08-24 19:18:48,2026-08-24 19:34:30,942,28.91,40.47,,2026-08-24 19:10:48,2026-08-24 19:34:30,OK
6413,SIM20260824006413,4,71,390,settled,1.10,44.14,50,88.54,2026-08-24 11:05:21,2026-08-24 11:30:21,2026-08-24 11:38:23,482,22.20,24.42,PAYSIM20260824006413,2026-08-24 11:05:21,2026-08-24 11:38:23,OK
6414,SIM20260824006414,11,48,265,settled,1.30,5.00,40,95.14,2026-08-24 08:03:12,2026-08-24 08:11:12,2026-08-24 13:47:09,20157,36.06,46.88,PAYSIM20260824006414,2026-08-24 08:03:12,2026-08-24 13:47:09,OK
6415,SIM20260824006415,7,18,93,settled,1.30,28.68,60,99.81,2026-08-24 10:20:39,2026-08-24 10:41:39,2026-08-24 17:19:17,23858,-42.68,-55.48,,2026-08-24 10:20:39,2026-08-24 17:19:17,NEG_KWH
6416,SIM20260824006416,8,11,51,settled,1.40,21.26,60,96.96,2026-08-24 07:19:10,2026-08-24 07:29:10,2026-08-24 07:45:37,987,45.42,63.59,PAYSIM20260824006416,2026-08-24 07:19:10,2026-08-24 07:45:37,OK
6417,SIM20260824006417,1,69,377,settled,1.40,23.19,70,91.64,2026-08-24 05:57:35,2026-08-24 06:11:35,2026-08-24 06:37:37,1562,47.92,67.09,PAYSIM20260824006417,2026-08-24 05:57:35,2026-08-24 06:37:37,OK
